"zipcode","neighbour"
"85610","85607"
"85610","85617"
"85610","85625"
"85610","85638"
"85611","85602"
"85611","85613"
"85611","85615"
"85611","85616"
"85611","85624"
"85611","85637"
"85611","85641"
"91935","91901"
"91935","91917"
"91935","91978"
"91935","92019"
"85613","85611"
"85613","85616"
"85613","85635"
"91941","91942"
"91941","91945"
"91941","91977"
"91941","91978"
"91941","92019"
"91941","92020"
"91941","92115"
"91942","91941"
"91942","92020"
"91942","92115"
"91942","92119"
"91942","92120"
"85614","85622"
"85614","85624"
"85614","85629"
"85614","85637"
"85614","85645"
"91945","91941"
"91945","91977"
"91945","92105"
"91945","92114"
"91945","92115"
"91948","91962"
"85615","85603"
"85615","85611"
"85615","85624"
"85615","85635"
"85615","85650"
"85616","85602"
"85616","85611"
"85616","85613"
"85616","85630"
"85616","85635"
"85616","85638"
"85617","85603"
"85617","85607"
"85617","85610"
"85617","85638"
"85618","85192"
"85618","85623"
"85618","85631"
"85618","85643"
"85619","85602"
"85619","85623"
"85619","85641"
"85619","85718"
"85619","85737"
"85619","85739"
"85619","85749"
"85619","85750"
"85620","85603"
"91950","92139"
"91950","91902"
"91950","91910"
"91950","92113"
"91950","92114"
"91962","91905"
"91962","91906"
"91962","91931"
"91962","91948"
"91963","91906"
"91963","91917"
"91963","91980"
"85621","85601"
"85621","85624"
"85621","85633"
"85621","85646"
"85621","85648"
"91977","92139"
"91977","91902"
"91977","91941"
"91977","91945"
"91977","91978"
"91977","92114"
"48889","48801"
"48889","48811"
"48889","48818"
"48889","48832"
"48889","48847"
"48889","48856"
"48889","48877"
"48890","48837"
"48890","48849"
"48890","48861"
"48890","48875"
"48890","49096"
"48891","48818"
"48891","48829"
"48891","48877"
"48891","48883"
"48891","48888"
"48891","49310"
"39739","39701"
"39739","39743"
"39739","39759"
"39739","35447"
"39739","39339"
"39739","39341"
"48892","48819"
"48892","48836"
"48892","48872"
"48892","48895"
"48892","49285"
"48892","48137"
"39740","38844"
"39740","38848"
"39740","35586"
"39740","39705"
"39740","39746"
"39740","39766"
"39741","39755"
"39741","39759"
"39741","39773"
"39741","39776"
"48893","48622"
"48893","48632"
"48893","48858"
"48893","48878"
"48893","49340"
"39743","39701"
"39743","39739"
"39743","39759"
"48894","48820"
"48894","48822"
"48894","48835"
"48894","48873"
"48894","48875"
"48894","48879"
"48895","48819"
"48895","48840"
"48895","48854"
"48895","48864"
"48895","48872"
"48895","48892"
"01011","01050"
"01011","01098"
"01011","01223"
"01011","01235"
"01011","01243"
"01011","01008"
"70816","70815"
"70816","70817"
"70816","70819"
"70816","70809"
"70816","70726"
"80919","80918"
"80919","80920"
"80919","80921"
"80919","80904"
"80919","80907"
"80919","80840"
"70817","70816"
"70817","70769"
"70817","70809"
"70817","70726"
"75603","75641"
"75603","75650"
"75603","75652"
"75603","75662"
"75603","75691"
"75603","75601"
"75603","75602"
"75603","75604"
"70818","70814"
"70818","70770"
"70818","70791"
"70818","70811"
"70818","70714"
"70818","70739"
"70819","70814"
"70819","70815"
"70819","70816"
"70819","70726"
"70819","70739"
"70820","70767"
"70820","70802"
"70820","70808"
"70820","70810"
"70820","70719"
"70836","70809"
"80920","80918"
"80920","80919"
"80920","80921"
"80920","80923"
"80920","80924"
"80920","80908"
"80920","80840"
"71001","71028"
"71001","71040"
"71001","71003"
"71001","71008"
"71001","71235"
"71001","71275"
"71003","71028"
"71003","71040"
"71003","71055"
"71003","71001"
"80921","80919"
"80921","80920"
"80921","80863"
"80921","80904"
"80921","80908"
"80921","80809"
"80921","80819"
"80921","80132"
"80921","80133"
"80921","80829"
"80921","80840"
"71004","71029"
"71004","71060"
"71004","71061"
"71004","71064"
"71004","71082"
"71004","71006"
"71004","71107"
"75604","75645"
"75604","75647"
"75604","75662"
"75604","75693"
"75604","75601"
"75604","75602"
"75604","75603"
"75604","75605"
"80922","80938"
"80922","80939"
"80922","80951"
"80922","80923"
"80922","80915"
"80922","80917"
"71006","71037"
"71006","71055"
"71006","71064"
"71006","71004"
"71006","71018"
"71006","71107"
"71006","71111"
"71007","75639"
"71007","71033"
"71007","71047"
"71007","71129"
"71008","71028"
"71008","71045"
"71008","71070"
"71008","71001"
"71008","71016"
"71008","71251"
"71008","71268"
"71008","71275"
"75605","75640"
"75605","75645"
"75605","75650"
"75605","75601"
"75605","75602"
"75605","75604"
"80923","80938"
"80923","80918"
"80923","80920"
"80923","80922"
"80923","80924"
"80923","80927"
"80923","80908"
"80923","80917"
"80924","80920"
"80924","80923"
"80924","80908"
"71016","71019"
"71016","71045"
"71016","71068"
"71016","71070"
"71016","71008"
"80925","80928"
"80925","80929"
"80925","80911"
"80925","80916"
"80925","80817"
"75630","75656"
"75630","75657"
"75630","75668"
"75630","75683"
"75630","75563"
"80926","80902"
"80926","80906"
"80926","80913"
"80926","81240"
"80926","80860"
"71018","71037"
"71018","71055"
"71018","71064"
"71018","71071"
"71018","71072"
"71018","71006"
"80927","80938"
"80927","80923"
"80927","80908"
"80927","80831"
"75631","75633"
"75631","75639"
"75631","75652"
"75631","75672"
"75631","75691"
"80928","81008"
"80928","81025"
"80928","80925"
"80928","80929"
"80928","80930"
"80928","80864"
"80928","80808"
"80928","80817"
"80929","80951"
"80929","80925"
"80929","80928"
"80929","80930"
"80929","80915"
"80929","80916"
"80929","80831"
"80930","80928"
"80930","80929"
"80930","80808"
"80930","80831"
"40404","40403"
"40409","42503"
"40409","42567"
"40409","40403"
"40409","40419"
"40409","40456"
"60104","60153"
"60104","60154"
"60104","60155"
"60104","60160"
"60104","60162"
"60104","60163"
"40419","42567"
"40419","40403"
"40419","40409"
"40419","40444"
"40419","40461"
"40419","40484"
"40419","40489"
"60106","60007"
"60106","60101"
"60106","60164"
"60106","60126"
"60106","60131"
"60106","60018"
"60106","60191"
"60107","60103"
"60107","60169"
"60107","60120"
"60107","60133"
"60107","60192"
"60107","60193"
"60107","60194"
"40422","40330"
"40422","40440"
"40422","40444"
"40422","40464"
"40422","40468"
"40422","40484"
"40434","40447"
"60108","60101"
"60108","60157"
"60108","60133"
"60108","60139"
"60108","60143"
"60108","60172"
"60108","60188"
"40437","42539"
"40437","42541"
"40437","40328"
"40437","40442"
"40437","40448"
"40437","40464"
"40437","40484"
"40437","40489"
"40437","40009"
"60109","60178"
"60109","60140"
"40440","40422"
"40440","40464"
"40440","40484"
"40442","42541"
"40442","42566"
"40442","42567"
"40442","40437"
"40442","40489"
"60110","60010"
"60110","60102"
"60110","60118"
"60111","60178"
"60111","60146"
"60111","60150"
"60111","60115"
"60111","60145"
"60112","60178"
"60112","60151"
"60112","60115"
"29667","29630"
"29667","29657"
"29669","29627"
"29669","29644"
"29669","29654"
"29669","29673"
"29669","29680"
"29669","29697"
"29670","29621"
"29670","29625"
"29670","29630"
"29670","29631"
"29670","29642"
"29670","29657"
"29670","29673"
"29670","29678"
"29670","29697"
"29671","29635"
"29671","29640"
"29671","29657"
"29671","29661"
"29671","29682"
"29671","29685"
"29672","29630"
"29672","29631"
"29672","29665"
"29672","29676"
"29672","29678"
"29672","29682"
"29672","29691"
"29672","29693"
"29672","29696"
"29673","29605"
"29673","29611"
"29673","29642"
"29673","29657"
"29673","29669"
"29673","29670"
"29673","29680"
"29673","29697"
"29676","28774"
"29676","29672"
"29676","29682"
"29676","29685"
"29676","29686"
"29676","29691"
"29676","29696"
"29676","28712"
"29676","28717"
"29678","29625"
"29678","29631"
"29678","29634"
"29678","29643"
"29678","29670"
"29678","29672"
"29678","29689"
"29678","29693"
"29680","29605"
"29680","29607"
"29680","29644"
"29680","29662"
"29680","29669"
"29680","29673"
"29680","29681"
"29681","29607"
"29681","29615"
"29681","29644"
"29681","29651"
"29681","29662"
"29681","29680"
"29681","29388"
"29682","29630"
"29682","29657"
"29682","29671"
"29682","29672"
"29682","29676"
"29682","29685"
"29683","29661"
"29684","29624"
"29684","29626"
"29684","29655"
"29684","30643"
"29685","28772"
"29685","29635"
"29685","29671"
"29685","29676"
"29685","29682"
"29685","28712"
"29686","29664"
"29686","29676"
"29686","29691"
"29686","28717"
"29687","29609"
"29687","29615"
"29687","29650"
"29687","29651"
"29687","29690"
"29687","29356"
"29689","29625"
"29689","29626"
"29689","29643"
"29689","29678"
"29689","30643"
"29690","28773"
"29690","28782"
"29690","29609"
"29690","29617"
"29690","29640"
"29690","29661"
"29690","29687"
"29690","28790"
"29690","29356"
"29691","29664"
"29691","29672"
"29691","29676"
"29691","29686"
"29691","29693"
"29691","29696"
"29692","29638"
"29692","29645"
"29692","29653"
"29692","29654"
"29692","29360"
"29692","29384"
"29693","30523"
"29693","29643"
"29693","29658"
"29693","29664"
"29693","29672"
"29693","29678"
"29693","29691"
"29693","30552"
"29693","30553"
"29693","30557"
"29693","30577"
"29696","29672"
"29696","29676"
"29696","29691"
"29697","29621"
"29697","29627"
"29697","29669"
"29697","29670"
"29697","29673"
"29702","29710"
"29702","29717"
"29702","28114"
"29702","28152"
"29702","28073"
"29702","28086"
"29702","29743"
"29702","29745"
"29702","29340"
"29702","29341"
"29704","29712"
"29704","29714"
"29704","29720"
"29704","29730"
"29706","29014"
"29706","29031"
"29706","29726"
"29706","29729"
"29706","29730"
"29706","29742"
"29706","29364"
"29706","29379"
"29707","29715"
"29707","29720"
"29707","28134"
"29707","28173"
"29707","28277"
"29708","29715"
"29708","28273"
"29708","28278"
"29708","29730"
"29708","29732"
"29708","29745"
"29709","28119"
"29709","28133"
"29709","29741"
"29709","29520"
"29709","29584"
"29710","29702"
"29710","28278"
"29710","28012"
"29710","28052"
"29710","28056"
"29710","28086"
"29710","29743"
"29710","29745"
"29712","29704"
"29712","29714"
"29712","29724"
"29712","29729"
"29712","29730"
"29714","29704"
"29714","29712"
"29714","29720"
"29714","29055"
"29714","29729"
"29715","29707"
"29715","29708"
"29715","29720"
"29715","28134"
"29715","28273"
"29715","29730"
"29715","29732"
"29717","29702"
"29717","29742"
"29717","29743"
"29717","29340"
"29718","29009"
"29718","29067"
"29718","29101"
"29718","29727"
"29718","29728"
"29718","29584"
"44118","44120"
"44118","44121"
"44118","44122"
"44118","44112"
"44118","44106"
"37909","37919"
"37909","37921"
"37909","37923"
"62427","62439"
"62427","62451"
"62427","62454"
"62427","47561"
"62427","62466"
"62427","47838"
"80861","80812"
"80861","80822"
"80861","80824"
"80861","80825"
"80861","80834"
"80861","80836"
"80862","80815"
"80862","80821"
"80862","80825"
"70763","70071"
"70763","70723"
"70763","70743"
"75482","75497"
"75482","75420"
"75482","75428"
"75482","75431"
"75482","75432"
"75482","75433"
"75482","75437"
"75482","75440"
"75482","75448"
"75482","75450"
"75482","75471"
"75482","75478"
"75486","75488"
"75486","75411"
"75486","75421"
"75486","75446"
"75486","74727"
"75486","75460"
"75487","75417"
"75487","75455"
"75487","75457"
"75487","75481"
"75488","75486"
"75488","75492"
"75488","75418"
"75488","75438"
"75488","75446"
"75488","75447"
"75488","74723"
"75488","74727"
"75489","75090"
"75489","75491"
"80863","80921"
"80863","80809"
"80863","80813"
"80863","80814"
"80863","80819"
"80863","80133"
"80863","80135"
"80863","80827"
"75490","75491"
"75490","75418"
"75490","75424"
"75490","75452"
"75490","75475"
"70764","70339"
"70764","70767"
"70764","70776"
"70764","70780"
"70764","70788"
"70764","70810"
"70764","70710"
"70764","70719"
"70764","70740"
"80864","81025"
"80864","80928"
"80864","81062"
"80864","80808"
"80864","80833"
"80902","80926"
"80902","80906"
"80902","80913"
"80902","80817"
"75491","75090"
"75491","75489"
"75491","75490"
"75491","75495"
"75491","75409"
"75491","75414"
"75491","75418"
"75491","75424"
"75491","75439"
"75491","75475"
"75491","75479"
"75492","75488"
"75492","75418"
"75492","75438"
"75492","75446"
"75492","75449"
"75493","75455"
"75493","75457"
"70767","70820"
"70767","70764"
"70767","70772"
"70767","70802"
"70767","70805"
"70767","70807"
"70767","70719"
"70767","70729"
"70767","70740"
"70767","70752"
"70767","70757"
"56054","56073"
"56054","56074"
"56054","55396"
"56054","55334"
"56054","55335"
"56055","56062"
"56055","56073"
"56055","56074"
"56055","56001"
"56055","56003"
"56055","56021"
"56055","56034"
"56055","56041"
"56056","56062"
"56056","56081"
"56057","56069"
"56057","56071"
"56057","56096"
"56057","56011"
"56057","56017"
"56057","56028"
"56057","56052"
"56057","56058"
"56058","56082"
"56058","56011"
"56058","56017"
"56058","56044"
"56058","56057"
"56058","55307"
"56058","55334"
"30530","30521"
"30530","30529"
"30530","30547"
"30530","30565"
"30530","30633"
"30530","30646"
"30531","30510"
"30531","30511"
"30531","30528"
"30531","30535"
"30531","30554"
"30531","30563"
"30533","30513"
"30533","30528"
"30533","30534"
"30533","30564"
"30533","30572"
"30534","30506"
"30534","30513"
"30534","30533"
"30534","30536"
"30534","30564"
"30534","30041"
"30534","30107"
"30534","30143"
"30534","30148"
"30534","30028"
"30535","30523"
"30535","30528"
"30535","30531"
"30535","30563"
"30535","30571"
"30536","30513"
"30536","30522"
"30536","30534"
"30536","30540"
"30536","30143"
"30536","30175"
"30537","28763"
"30537","30525"
"30537","28775"
"30537","30568"
"30537","28734"
"30537","28741"
"30538","30521"
"30538","30557"
"30538","30577"
"30540","30522"
"30540","30536"
"30540","30541"
"30540","30705"
"30540","30734"
"30540","30175"
"30541","37362"
"30541","30513"
"30541","30522"
"30541","30540"
"30541","30555"
"30541","30705"
"30541","30708"
"30541","30711"
"30541","37317"
"30542","30504"
"30542","30506"
"30542","30507"
"30542","30517"
"30542","30518"
"30542","30519"
"30542","30548"
"30542","30566"
"30543","30507"
"30543","30554"
"30543","30558"
"30543","30567"
"30543","30575"
"30545","30512"
"30545","30528"
"30545","30546"
"30545","30571"
"30546","30512"
"30546","30523"
"30546","30525"
"30546","30545"
"30546","30571"
"30546","30582"
"30546","28904"
"30547","30510"
"30547","30511"
"30547","30521"
"30547","30529"
"30547","30530"
"30547","30554"
"30547","30558"
"30547","30577"
"30548","30517"
"30548","30519"
"30548","30542"
"30548","30549"
"30548","30567"
"30548","30680"
"30548","30011"
"30548","30019"
"30549","30529"
"30549","30548"
"30549","30558"
"30549","30565"
"30549","30567"
"30549","30607"
"30549","30622"
"30549","30666"
"30549","30680"
"30552","30523"
"30552","30525"
"30552","29658"
"30552","29693"
"30552","30573"
"30552","30576"
"30552","30581"
"30553","30516"
"30553","30520"
"30553","30521"
"30553","29643"
"30553","29693"
"30553","30557"
"30553","30643"
"30554","30501"
"30554","30506"
"30554","30507"
"30554","30510"
"30554","30527"
"30554","30528"
"30554","30531"
"30554","30543"
"30554","30547"
"30554","30558"
"30555","30513"
"30555","30541"
"30555","30559"
"30555","37317"
"30557","30521"
"30557","29693"
"30557","30538"
"30557","30553"
"30557","30577"
"30558","30529"
"30558","30543"
"30558","30547"
"30558","30549"
"30558","30554"
"30558","30567"
"30559","30513"
"30559","30555"
"30559","30560"
"30559","37317"
"30559","28906"
"30560","30512"
"30560","30513"
"30560","30559"
"30560","30572"
"30560","28906"
"30562","30525"
"30562","30568"
"30563","30523"
"30563","30531"
"30563","30535"
"30563","30577"
"30564","30506"
"30564","30527"
"30564","30528"
"30564","30533"
"30564","30534"
"30565","30529"
"30565","30530"
"30565","30549"
"30565","30601"
"30565","30607"
"30565","30646"
"30566","30504"
"30566","30507"
"30566","30542"
"30567","30507"
"30567","30517"
"30567","30529"
"30567","30543"
"30567","30548"
"30567","30549"
"30567","30558"
"30567","30575"
"30568","28763"
"30568","30525"
"30568","30537"
"30568","30562"
"30568","28904"
"30571","30523"
"30571","30528"
"30571","30535"
"30571","30545"
"30571","30546"
"30572","30512"
"30572","30513"
"30572","30528"
"30572","30533"
"30572","30560"
"15110","15104"
"15110","15122"
"15110","15132"
"15110","15137"
"15112","15145"
"15112","15221"
"15112","15104"
"15112","15137"
"15116","15209"
"15116","15215"
"15116","15223"
"15116","15237"
"15116","15238"
"15116","15101"
"15120","15207"
"15120","15217"
"15120","15218"
"15120","15104"
"15120","15122"
"15122","15207"
"15122","15227"
"15122","15236"
"15122","15025"
"15122","15034"
"15122","15104"
"15122","15110"
"15122","15120"
"15122","15132"
"15126","15019"
"15126","15026"
"15126","15057"
"15126","15071"
"15126","15108"
"15129","15236"
"15129","15025"
"15129","15332"
"15129","15367"
"15129","15102"
"15131","15028"
"15131","15047"
"15131","15132"
"15131","15137"
"15131","15642"
"15132","15034"
"15132","15037"
"15132","15045"
"15132","15047"
"15132","15110"
"15132","15122"
"15132","15131"
"15132","15133"
"15132","15135"
"15132","15137"
"15133","15037"
"15133","15045"
"15133","15132"
"15135","15018"
"15135","15028"
"15135","15037"
"15135","15047"
"15135","15132"
"15135","15642"
"15136","15202"
"15136","15204"
"15136","15205"
"15136","15212"
"15136","15225"
"15136","15233"
"15136","15108"
"15137","15145"
"15137","15146"
"15137","15148"
"15137","15035"
"15137","15085"
"15137","15104"
"15137","15110"
"15137","15112"
"15137","15131"
"15137","15132"
"15137","15642"
"15139","15147"
"15139","15238"
"15139","15024"
"15139","15068"
"54934","54923"
"54934","54963"
"54935","54937"
"54937","53019"
"54937","53048"
"54937","53049"
"54937","53057"
"54937","53065"
"54937","54932"
"54937","54935"
"54937","54974"
"54937","54979"
"54937","53006"
"54937","53010"
"54940","54923"
"54940","54931"
"54940","54944"
"54940","54947"
"54940","54961"
"54940","54965"
"54940","54983"
"54941","54923"
"54941","53946"
"54941","54968"
"54941","54971"
"54942","54913"
"54942","54914"
"54942","54944"
"54942","54956"
"54943","54921"
"54943","54930"
"54943","53934"
"54943","54457"
"54943","54494"
"54943","54966"
"54943","54982"
"54943","54613"
"54944","54913"
"54944","54931"
"54944","54940"
"54944","54942"
"54944","54947"
"54944","54956"
"54944","54961"
"54944","54106"
"54944","54170"
"54945","54407"
"54945","54950"
"54945","54962"
"54945","54473"
"54945","54486"
"54945","54499"
"54945","54977"
"54946","54981"
"54947","54904"
"54947","54940"
"54947","54944"
"54947","54956"
"54947","54986"
"54948","54416"
"54948","54928"
"54948","54950"
"54948","54486"
"54948","54128"
"54948","54166"
"54949","54922"
"54949","54950"
"54949","54962"
"54949","54961"
"54949","54983"
"54950","54922"
"54950","54928"
"54950","54929"
"54950","54945"
"54950","54948"
"54950","54949"
"54950","54962"
"54950","54486"
"54950","54166"
"54952","54915"
"54952","54956"
"54952","54129"
"54952","54130"
"54952","54169"
"54956","54901"
"54956","54904"
"54956","54914"
"54956","54942"
"54956","54944"
"54956","54947"
"54956","54952"
"54960","54923"
"54960","53949"
"54960","53964"
"54960","54968"
"54960","54970"
"54960","54982"
"54962","54945"
"54962","54949"
"54962","54950"
"54962","54977"
"54962","54981"
"54962","54983"
"34946","34947"
"34946","34949"
"34946","34950"
"34946","34951"
"34946","32962"
"34947","34981"
"34947","34982"
"34947","34946"
"34947","34950"
"34947","34951"
"34947","34945"
"02134","02135"
"02134","02138"
"02134","02139"
"02134","02163"
"02134","02215"
"02134","02446"
"02135","02458"
"02135","02467"
"02135","02472"
"02135","02134"
"02135","02138"
"02135","02163"
"02135","02445"
"02135","02446"
"02136","02021"
"02136","02026"
"02136","02126"
"02136","02131"
"02136","02132"
"02136","02186"
"02138","02472"
"02138","02478"
"02138","02134"
"02138","02135"
"02138","02139"
"02138","02140"
"02138","02143"
"02138","02163"
"76059","76009"
"76059","76031"
"76060","76001"
"76060","76016"
"76060","76017"
"76060","76063"
"76060","76119"
"76060","76140"
"76061","76009"
"76061","76028"
"76061","76063"
"76063","75104"
"76063","76001"
"76063","76002"
"76063","76009"
"76063","76028"
"76063","75052"
"76063","75054"
"76063","76060"
"76063","76061"
"76063","76065"
"76063","76084"
"76063","76140"
"76064","75167"
"76064","76009"
"76064","76050"
"76064","76084"
"76064","76651"
"76065","75104"
"76065","75154"
"76065","75167"
"76065","76063"
"76065","76084"
"76066","76067"
"76066","76087"
"76066","76088"
"76066","76462"
"76066","76472"
"76067","76066"
"76067","76088"
"76067","76449"
"76067","76472"
"76067","76484"
"76067","76486"
"76070","76033"
"76070","76043"
"76070","76048"
"76070","76077"
"76070","76652"
"76071","76020"
"76071","76052"
"76071","76078"
"76071","76179"
"76073","76023"
"76073","76082"
"76073","76426"
"76073","76234"
"76077","76043"
"76077","76048"
"76077","76070"
"76078","76020"
"76078","76023"
"76078","76052"
"76078","76071"
"76078","76234"
"76078","76247"
"76082","76020"
"76082","76023"
"76082","76073"
"76082","76085"
"76082","76088"
"76082","76426"
"76082","76487"
"76084","75167"
"76084","76009"
"76084","76050"
"76084","76063"
"76084","76064"
"76084","76065"
"76085","76020"
"76085","76082"
"76085","76086"
"76085","76087"
"76085","76088"
"76086","76085"
"76086","76087"
"76086","76088"
"76087","76008"
"76087","76020"
"76087","76035"
"76087","76048"
"76087","76049"
"76087","76066"
"76087","76085"
"76087","76086"
"76087","76088"
"76087","76108"
"76087","76462"
"76088","76066"
"76088","76067"
"76088","76082"
"76088","76085"
"76088","76086"
"76088","76087"
"76088","76486"
"76088","76487"
"76088","76490"
"76092","76034"
"76092","76051"
"76092","75022"
"76092","76248"
"76092","76262"
"76093","76031"
"76093","76033"
"76093","76050"
"76093","76627"
"76093","76636"
"76093","76652"
"76102","76104"
"76102","76106"
"76102","76107"
"76102","76110"
"76102","76111"
"76102","76164"
"76103","76104"
"76103","76105"
"76103","76111"
"76103","76112"
"76103","76117"
"76104","76102"
"76104","76103"
"76104","76105"
"76104","76110"
"76104","76111"
"76104","76119"
"76105","76103"
"76105","76104"
"76105","76112"
"76105","76119"
"76106","76102"
"76106","76111"
"76106","76114"
"76106","76131"
"76106","76135"
"76106","76137"
"76106","76164"
"76106","76179"
"76107","76102"
"76107","76109"
"76107","76110"
"76107","76114"
"76107","76116"
"76107","76164"
"76108","76008"
"76108","76020"
"76108","76087"
"76108","76114"
"76108","76116"
"76108","76127"
"76108","76135"
"76109","76107"
"76109","76110"
"76109","76116"
"76109","76129"
"76109","76132"
"76109","76133"
"76110","76102"
"76110","76104"
"76110","76107"
"76110","76109"
"76110","76115"
"76110","76119"
"76110","76133"
"76111","76102"
"76111","76103"
"76111","76104"
"76111","76106"
"76111","76117"
"76111","76137"
"76112","76013"
"76112","76016"
"76112","76103"
"76112","76105"
"76112","76117"
"76112","76118"
"76112","76119"
"76112","76120"
"76114","76106"
"76114","76107"
"76114","76108"
"76114","76116"
"76114","76127"
"76114","76135"
"76114","76164"
"76115","76110"
"76115","76119"
"76115","76133"
"76115","76134"
"76115","76140"
"76116","76008"
"76116","76107"
"76116","76108"
"76116","76109"
"76116","76114"
"76116","76126"
"76116","76132"
"76117","76103"
"76117","76111"
"76117","76112"
"76117","76118"
"76117","76137"
"76117","76148"
"76117","76180"
"76118","76006"
"76118","76053"
"76118","76112"
"76118","76117"
"76118","76120"
"76118","76180"
"76119","76016"
"76119","76060"
"76119","76104"
"76119","76105"
"76119","76110"
"76119","76112"
"76119","76115"
"76119","76140"
"76120","76006"
"76120","76012"
"76120","76013"
"76120","76112"
"76120","76118"
"76123","76036"
"76123","76132"
"76123","76133"
"76123","76134"
"76126","76008"
"76126","76035"
"76126","76036"
"76126","76058"
"76126","76116"
"76126","76132"
"76127","76108"
"76127","76114"
"76127","76135"
"10304","10301"
"10304","10305"
"10304","10306"
"10305","10304"
"10305","10306"
"10306","10301"
"10306","10304"
"10306","10305"
"10306","10308"
"10306","10312"
"10306","10314"
"10307","10309"
"10308","10306"
"10308","10312"
"10309","10307"
"10309","10312"
"10309","10314"
"10310","10301"
"10310","10302"
"10310","10314"
"10311","10314"
"10312","10306"
"10312","10308"
"10312","10309"
"10312","10314"
"10314","10301"
"10314","10302"
"10314","10303"
"10314","10306"
"10314","10309"
"10314","10310"
"10314","10311"
"10314","10312"
"17360","17362"
"17360","17403"
"17360","17407"
"17360","17408"
"17360","17313"
"17360","17327"
"17361","17355"
"17361","17327"
"17361","17349"
"13061","13035"
"13061","13334"
"13061","13072"
"13061","13122"
"13061","13408"
"13061","13484"
"13062","13068"
"13062","14850"
"13063","13051"
"13063","13052"
"13063","13078"
"13063","13084"
"13063","13104"
"13063","13122"
"13063","13138"
"13063","13158"
"13063","13159"
"13064","13156"
"13066","13037"
"13066","13057"
"13066","13078"
"13066","13082"
"13066","13104"
"13066","13214"
"13068","13045"
"13068","13053"
"13068","13062"
"13068","13073"
"13068","13102"
"13068","14881"
"13068","14882"
"13068","14817"
"13068","14850"
"13069","13027"
"13069","13033"
"13069","13036"
"13069","13074"
"13069","13114"
"13069","13115"
"13069","13126"
"13069","13132"
"13069","13135"
"13071","13081"
"13071","13092"
"13071","13118"
"13071","13147"
"13071","14882"
"13072","13052"
"13072","13832"
"13072","13332"
"13072","13334"
"13072","13061"
"13072","13122"
"13072","13155"
"13072","13464"
"13073","13045"
"13073","13068"
"13073","13092"
"13073","14882"
"13074","13033"
"13074","13069"
"13074","13111"
"13074","13126"
"13074","13156"
"13076","13036"
"13076","13103"
"13076","13131"
"13077","13045"
"13077","13087"
"13077","13118"
"13077","13141"
"13077","13152"
"13077","13159"
"13078","13063"
"13078","13066"
"13078","13084"
"13078","13104"
"13078","13120"
"13078","13138"
"13078","13205"
"13078","13210"
"13078","13214"
"13078","13224"
"13080","13033"
"13080","13060"
"13080","13112"
"13080","13166"
"13081","13026"
"13081","13071"
"13081","13147"
"13081","14882"
"13082","13030"
"13082","13037"
"13082","13057"
"13082","13066"
"13082","13116"
"13083","13142"
"13083","13144"
"13083","13145"
"13083","13437"
"13083","13659"
"13083","13661"
"13084","13020"
"13084","13063"
"13084","13078"
"13084","13110"
"13084","13120"
"13084","13138"
"13084","13159"
"13087","13077"
"13087","13141"
"13088","13090"
"13088","13208"
"13088","13211"
"13088","13212"
"13088","13290"
"13090","13027"
"13090","13041"
"13090","13088"
"13090","13209"
"13090","13212"
"13092","13045"
"13092","13071"
"13092","13073"
"13092","13118"
"13092","14882"
"13101","13040"
"13101","13045"
"13101","13803"
"13101","13158"
"13102","13045"
"13102","13068"
"13103","13036"
"13103","13076"
"13103","13167"
"13104","13035"
"13104","13037"
"13104","13051"
"13104","13063"
"13104","13066"
"13104","13078"
"13108","13031"
"13108","13060"
"13108","13110"
"13108","13152"
"13108","13215"
"13110","13084"
"13110","13108"
"13110","13120"
"13110","13141"
"13110","13152"
"13110","13159"
"13110","13215"
"13111","13033"
"13111","13074"
"13111","13143"
"13111","13156"
"47524","47591"
"47524","47640"
"47524","47557"
"47524","47567"
"47524","62410"
"47524","47666"
"47524","62863"
"47525","47551"
"47525","47574"
"47525","47586"
"47525","47520"
"47525","40170"
"47527","47546"
"47527","47553"
"47527","47581"
"47527","47521"
"47527","47432"
"56470","56458"
"56470","56461"
"56470","56464"
"56470","56467"
"56470","56570"
"56470","56575"
"56470","56621"
"56470","56676"
"47528","47596"
"47528","47568"
"47528","47578"
"47528","47501"
"47528","47512"
"47528","47535"
"47529","47562"
"47529","47568"
"47529","47578"
"47529","47449"
"47531","47615"
"47531","47550"
"47531","47577"
"47531","47579"
"47531","47586"
"47531","47588"
"47531","47532"
"47531","42351"
"47531","47536"
"47532","47542"
"47532","47575"
"47532","47577"
"47532","47579"
"47532","47513"
"47532","47515"
"47532","47523"
"47532","47531"
"56472","56473"
"56472","56474"
"56472","56442"
"56472","56456"
"56472","56465"
"56472","56466"
"56472","56468"
"47535","47561"
"47535","47578"
"47535","47512"
"47535","47528"
"31314","31315"
"31314","31313"
"52638","52655"
"52638","52658"
"52638","52601"
"52638","52623"
"31315","31314"
"31315","31313"
"52639","52619"
"52639","52625"
"52639","52627"
"52639","52632"
"52639","62354"
"52640","52653"
"52640","52659"
"52640","52660"
"52640","52738"
"52640","52644"
"52640","52637"
"31316","30427"
"31316","31323"
"31316","31331"
"31316","31301"
"31316","31313"
"31316","31545"
"31316","31546"
"31318","31302"
"31318","31312"
"31320","31323"
"31320","31324"
"31320","31301"
"31320","31309"
"31320","31313"
"52641","52651"
